#CLOCK=4.0000000000e+009
#SIZE=1000
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
-1.000000000,0,0
